Date,Year,Month,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
09/16/13,2013,9,Walgreens,POS PURCHASE - WALGREENS 91 S TUNNEL ASHEVILLE NC 8392 00583257612982805,12.73,debit,Pharmacy,Eric,,
09/16/13,2013,9,Weaver Street Market,POS PURCHASE - WEAVER STREET MARKET HILLSBOROUGH NC 1015 00303259507394040,63.18,debit,Restaurants,Wells Fargo Checking Acct,,
09/16/13,2013,9,Check 1706,CHECK # 1706,0.08,debit,Check,Wells Fargo Checking Acct,,
09/16/13,2013,9,Transfer from Eric,ONLINE TRANSFER FROM COTTON E WAY2SAVE CHECKING XXXXXXXXX9188 REF #IBEG5KQJND ON 09/16/13,130,credit,Transfer,Wells Fargo Checking Acct,,
09/16/13,2013,9,Interest,INTEREST PAYMENT,0.04,credit,Interest Income,Wells Fargo Checking Acct,,
09/16/13,2013,9,Progressengycaro Drafts,PROGRESSENGYCARO DRAFTS 130916,73.56,debit,Utilities,Schwab,,
09/16/13,2013,9,Wal-Mart,WAL-MART #2137 5450 NEW DURHAM,28.77,debit,Shopping,Schwab,,
09/15/13,2013,9,Amazon,AMAZON.COM - AMZN.COM/BIL WA 1622,17.37,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/15/13,2013,9,Exxon,EXXONMOBIL          ASHEVILLEWYY4044     828-350-3737 320132580283498924,63.89,debit,Service & Parts,Costco AmEx,,
09/15/13,2013,9,Ruby Tuesday,RUBY TUESDAY #3183 0HICKORY81899790    8003250755 320132580283498925,40.52,debit,Restaurants,Costco AmEx,,
09/15/13,2013,9,Cook Out,COOK OUT #11 CARY NC,6.1,debit,Restaurants,COLLEGE CARD,,
09/15/13,2013,9,Ultimate Comics,ULTIMATE COMICS CHAPEL HILL NC,20.26,debit,Books,COLLEGE CARD,,
09/15/13,2013,9,Harris Teeter,HARRIS TEETER 2110 S Es Chapel Hill,14.22,debit,Groceries,Schwab,,
09/15/13,2013,9,Transfer High Yield,Transfer to High Yield Checking -7570,140,debit,Eric Expenses,Schwab,,
09/15/13,2013,9,Whole Foods,WHOLE FOODS MARK 81 So Chapel Hill,4.92,debit,Groceries,Schwab,,
09/15/13,2013,9,Domino's Pizza,DOMINO'S 8903 919-303-0010 NC,24.19,debit,Fast Food,COLLEGE CARD,,
09/14/13,2013,9,Wal-Mart,WAL-MART #1317 - ASHEVILLE NC 3406,202.35,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/14/13,2013,9,Instant Karma,INSTANT KARMA - ASHEVILLE NC 0121,12.84,debit,Gift,Fidelity Investments Investment Rewards Signature Visa,,
09/14/13,2013,9,White Duck Taco,WHITE DUCK TACO SHOP - ASHEVILLE NC 5432,32.23,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/14/13,2013,9,Mclaurin Parking,MCLAURIN PARKING WALNU - RALEIGH NC 0501,2,debit,Ali Parking,Fidelity Investments Investment Rewards Signature Visa,,
09/14/13,2013,9,Edna Ashevill,EDNA'S OF ASHEVILL - ASHEVILLE NC 9873,8.35,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/14/13,2013,9,Shell,SHELL OIL 2062922014HILDEBRAN0501007     AUTO FUEL DISPENSER 320132570270418161,32.17,debit,Gas & Fuel,Costco AmEx,,
09/14/13,2013,9,Wendy's,WENDYS 0538 00000053KERNERSVILL68527201    9012712501 320132570270418162,10.43,debit,Fast Food,Costco AmEx,,
09/13/13,2013,9,Clingman Cafe,CLINGMAN CAFE - ASHEVILLE NC 6996,14.04,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/13/13,2013,9,Exxon,EXXONMOBIL 47411954 - ASHEVILLE NC 2439,14.04,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
09/13/13,2013,9,Sushi Nine,SUSHI NINE RALEIGH NC,30,debit,Restaurants,COLLEGE CARD,,
09/13/13,2013,9,Staples,STAPLES 00117481 CARY NC,4.61,debit,Office Supplies,COLLEGE CARD,,
09/13/13,2013,9,Deposit Made In,DEPOSIT MADE IN A BRANCH/STORE #715381386,225.75,credit,Income,Eric,,
09/13/13,2013,9,ATM Cash Approved 75 Cox Avenue,ATM CASH APPROVED IN OVERDRAFT - 75 COX AVENUE ASHEVILLE NC 8392 0005535,80,debit,Cash & ATM,Eric,,
09/13/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,2,credit,Transfer,WAY2SAVE? SAVINGS,,
09/13/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE,CARRBORO, NC #00000019",9.5,debit,Restaurants,Schwab,,
09/13/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,8.9,debit,Restaurants,Schwab,,
09/13/13,2013,9,State Farm Bank Online,STATE FARM INS ONLINE PMT 130913,163.02,debit,Auto Payment,Schwab,,
09/13/13,2013,9,Southeast Toyota,SOUTHEAST TOY ONLINE PMT 130913,357.45,debit,Auto Payment,Schwab,,
09/12/13,2013,9,Amazon,AMAZON MKTPLACE PMTS - AMZN.COM/BIL WA 8203,15.85,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/12/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,15.53,debit,Coffee Shops,COLLEGE CARD,,
09/12/13,2013,9,Asheville Disco,POS PURCHASE - ASHEVILLE DISCO ASHEVILLE NC 8392 00000000852305511,6.3,debit,Uncategorized,Eric,,
09/12/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,2,debit,Transfer,Eric,,
09/12/13,2013,9,Withdrawal Made In,WITHDRAWAL MADE IN A BRANCH/STORE,80,debit,Cash & ATM,Eric,,
09/12/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE TRANSFER FROM COTTON J CHECKING XXXXXXXXX0069 REF #IBEMXMF5JY ON 09/12/13,50,credit,Transfer,Eric,,
09/12/13,2013,9,ATM Withdrawal 1 Haywood Street,ATM WITHDRAWAL - 1 HAYWOOD ST ASHEVILLE NC 8392 0003840,40,debit,Cash & ATM,Eric,,
09/12/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE TRANSFER FROM COTTON J REF #IBEQTNY4HY CHECKING LAWN MOWER VIA MOBILE,60,credit,Transfer,Eric,,
09/12/13,2013,9,Double Crown,CHECK CRD PURCHASE 09/10 THE DOUBLE CROWN ASHEVILLE NC 473703XXXXXX8392 003254114280474 ?MCC=5813,5,debit,Restaurants,Eric,,
09/12/13,2013,9,Check 1705,CHECK # 1705,7,debit,Check,Wells Fargo Checking Acct,,
09/12/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E WAY2SAVE CHECKING XXXXXXXXX9188 REF #IBEMXMF5JY ON 09/12/13,50,debit,Transfer,Wells Fargo Checking Acct,,
09/12/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E REF #IBEQTNY4HY WAY2SAVE CHECKING LAWN MOWER VIA MOBILE,60,debit,Transfer,Wells Fargo Checking Acct,,
09/12/13,2013,9,Withdrawal,Electronic Withdrawal,40,debit,Cash & ATM,Schwab,,
09/12/13,2013,9,Tom Giduz M,"TOM GIDUZ, M.D. ONLINE PMT 130912~ Tran:",135,debit,Doctor,Schwab,,
09/12/13,2013,9,Lowe's,LOWE'S #487 CHAPEL HILL,13.37,debit,Home Improvement,Schwab,,
09/12/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,1,credit,Transfer,WAY2SAVE? SAVINGS,,
09/11/13,2013,9,Sirius Radio,SXM*SIRIUSXM.COM/ACCT - 888-635-5144 NY 8635,17.52,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
09/11/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 0726,12.32,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/11/13,2013,9,Instparts Mpcstuff Nc,INSTPARTS MPCSTUFF - 336-776-0983 NC 3164,55.99,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
09/11/13,2013,9,Ntl Parks Conserv,NTL PARKS CONSERV ASSO - 202-223-6722 DC 0077,25,debit,Charity,Fidelity Investments Investment Rewards Signature Visa,,
09/11/13,2013,9,Meritline,MERITLINE.COM - 888-668-6660 CA 3947,8.97,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/11/13,2013,9,Cafe 54,GUGHLHUPF CAFE 54292DURHAM000957022   9194012600 320132540229077259,8.46,debit,Restaurants,Costco AmEx,,
09/11/13,2013,9,Costco,COSTCO WHSE #0249 00DURHAM034685000   9192202743 320132540229077258,365.25,debit,Household,Costco AmEx,,
09/11/13,2013,9,Village,EAST VILLAGE GRILL AND BARALEIGH NC,10,debit,Mortgage & Rent,COLLEGE CARD,,
09/11/13,2013,9,Hugo's,HAN-DEE HUGO'S 84 Q84 RALEIGH NC,35.43,debit,Gas & Fuel,COLLEGE CARD,,
09/11/13,2013,9,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,1.25,debit,Ali Parking,COLLEGE CARD,,
09/11/13,2013,9,Fosters Market,"FOSTERS MARKET OF CHAPEL HILL, NC #00000",8.06,debit,Restaurants,Schwab,,
09/11/13,2013,9,Withdrawal Made In,WITHDRAWAL MADE IN A BRANCH/STORE,100,debit,Cash & ATM,Eric,,
09/11/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE TRANSFER FROM COTTON J REF #IBEK2KQBN4 CHECKING TEXTBOOK,135,credit,Transfer,Eric,,
09/11/13,2013,9,I J Haywood,POS PURCHASE - I AND J 7 662 HAYWOOD ASHEVILLE NC 8392 00303254165333914,6.21,debit,Uncategorized,Eric,,
09/11/13,2013,9,ATM Cash Approved 75 Cox Avenue,ATM CASH APPROVED IN OVERDRAFT - 75 COX AVENUE ASHEVILLE NC 8392 0005013,60,debit,Cash & ATM,Eric,,
09/11/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,1,debit,Transfer,Eric,,
09/11/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E REF #IBEK2KQBN4 WAY2SAVE CHECKING TEXTBOOK,135,debit,Transfer,Wells Fargo Checking Acct,,
09/10/13,2013,9,Trader Joe's,TRADER JOE'S #745 QPS - CHAPEL HILL NC 4409,54.42,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/10/13,2013,9,Harris Teeter,HARRIS TEETER #0172 - DURHAM NC 7768,20.92,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/10/13,2013,9,Walgreens,WALGREENS #11547 - CHAPEL HILL NC 8907,9.66,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
09/10/13,2013,9,Barnes & Noble,BARNES & NOBLE #2647 CARY NC,7.27,debit,Reading,COLLEGE CARD,,
09/10/13,2013,9,Barnes & Noble,BARNES & NOBLE #2647 CARY NC,19.11,debit,Reading,COLLEGE CARD,,
09/10/13,2013,9,Nice Price Books,NICE PRICE BOOKS #3 RALEIGH NC,7.45,debit,Reading,COLLEGE CARD,,
09/10/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE TRANSFER FROM COTTON J REF #IBEC8GNWRX CHECKING CHARTER BILL VIA MOBILE,60,credit,Transfer,Eric,,
09/10/13,2013,9,B & B Pharmacy,POS PURCHASE - B AND B PHARMACY ASHEVILLE NC 8392 00463253755978761,6.41,debit,Pharmacy,Eric,,
09/10/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE TRANSFER FROM COTTON J REF #IBEXMRJKKJ CHECKING RENT WATER,380,credit,Transfer,Eric,,
09/10/13,2013,9,ATM Withdrawal 75 Cox Avenue,ATM WITHDRAWAL - 75 COX AVENUE ASHEVILLE NC 8392 0004886,240,debit,Cash & ATM,Eric,,
09/10/13,2013,9,Ingles Markets,POS PURCHASE - INGLES MARKETS 79 ASHVILLE NC 8392 00463253578993007,130.21,debit,Eric Living Expenses,Eric,,
09/10/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E REF #IBEXMRJKKJ WAY2SAVE CHECKING RENT WATER,380,debit,Transfer,Wells Fargo Checking Acct,,
09/10/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E REF #IBEC8GNWRX WAY2SAVE CHECKING CHARTER BILL VIA MOBILE,60,debit,Transfer,Wells Fargo Checking Acct,,
09/10/13,2013,9,Whole Foods,WHOLE FOODS MARK 81 So Chapel Hill,4.92,debit,Groceries,Schwab,,
09/09/13,2013,9,North Carolina,NORTH CAROLINA DEMOCRA - 919-821-2777 NC 0233,50,debit,Home,Fidelity Investments Investment Rewards Signature Visa,,
09/09/13,2013,9,Crook's Corner,CROOKS CORNER       CHAPEL HILL18800024    919-929-7643 320132520201801417,24.98,debit,Restaurants,Costco AmEx,,
09/09/13,2013,9,Sandwich Restaurant,SANDWICH INC        CHAPEL HILL0333443     RESTAURANT 320132520212406676,40,debit,Restaurants,Costco AmEx,,
09/09/13,2013,9,Village Deli,VILLAGE DELI - CV RALEIGH NC,13.47,debit,Restaurants,COLLEGE CARD,,
09/09/13,2013,9,Ncsu,NCSU ALL CAMPUS MIC RALEIGH NC,6.28,debit,Education,COLLEGE CARD,,
09/09/13,2013,9,Ncsu Bookstore,NCSU BOOKSTORE RALEIGH NC,96.08,debit,Books,COLLEGE CARD,,
09/09/13,2013,9,Sugarland,SUGARLAND OF RALEIGH RALEIGH NC,8.11,debit,Restaurants,COLLEGE CARD,,
09/09/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE PAYMENT,106,credit,Credit Card Payment,COLLEGE CARD,,
09/09/13,2013,9,Software 42,VALVE SOFTWARE 425-8899642 WA,14.99,debit,Business Services,COLLEGE CARD,,
09/09/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E WAY2SAVE CHECKING XXXXXXXXX9188 REF #IBEQTMWXTV ON 09/07/13,12,debit,Transfer,WAY2SAVE? SAVINGS,,
09/09/13,2013,9,Roadrunner Market,POS PURCHASE - ROADRUNNER MARK ASHEVILLE NC 8392 00000000351158567,5.08,debit,Groceries,Eric,,
09/09/13,2013,9,Exxon,POS PURCHASE - EXXONMOBIL POS ASHEVILL NC 8392 00000000452274587,11.73,debit,Service & Parts,Eric,,
09/09/13,2013,9,Roadrunner Market,POS PURCHASE - ROADRUNNER MARK ASHEVILLE NC 8392 00000000640054410,8.79,debit,Groceries,Eric,,
09/09/13,2013,9,B J's Food Mart,CHECK CRD PURCHASE 09/07 BJ'S FOOD MART ASHVILLE NC 473703XXXXXX8392 003251000133026 ?MCC=5499,5.35,debit,Groceries,Eric,,
09/09/13,2013,9,Transfer from WAY2SAVE? SAVINGS,ONLINE TRANSFER FROM COTTON J WAY2SAVE SAVINGS XXXXXX4530 REF #IBEQTMWXTV ON 09/07/13,12,credit,Transfer,Eric,,
09/09/13,2013,9,Transfer to VISA,ONLINE TRANSFER REF #IBEG5HRGWN TO VISA XXXXXXXXXXXX3452 ON 09/09/13,106,debit,Credit Card Payment,Wells Fargo Checking Acct,,
09/09/13,2013,9,Online Transfer Ref,ONLINE TRANSFER REF #IBETQPF276 TO VISA HOMEWORK REIMBURSEMENT,125,debit,Transfer,Wells Fargo Checking Acct,,
09/09/13,2013,9,South Carolina Electric Gas Company,SCE&G/PSNC DRAFT 130906~ Tran: ACHDW,11.05,debit,Utilities,Schwab,,
09/09/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,2,credit,Transfer,WAY2SAVE? SAVINGS,,
09/08/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 9906,27.03,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/08/13,2013,9,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,2,debit,Ali Parking,COLLEGE CARD,,
09/08/13,2013,9,Target,TARGET 00009613 CARY NC,65.57,debit,Shopping,COLLEGE CARD,,
09/08/13,2013,9,The Barber Shop,THE BARBERSHOP A HAIR SALCARY NC,15,debit,Hair,COLLEGE CARD,,
09/07/13,2013,9,Advance Auto Parts,ADVANCE AUTO PARTS #84 - CHAPEL HILL NC 0283,5.9,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
09/07/13,2013,9,Amazon Kindle,AMAZON SERVICES-KINDLE - 866-216-1072 WA 1056,10.51,debit,Books,Fidelity Investments Investment Rewards Signature Visa,,
09/07/13,2013,9,Whole Foods,WHOLEFDS CHP 10008 - CHAPEL HILL NC 2508,8.5,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/07/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE PAYMENT,125,credit,Credit Card Payment,COLLEGE CARD,,
09/07/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,6.12,debit,Coffee Shops,COLLEGE CARD,,
09/07/13,2013,9,Kroger,KROGER #342 CARY NC,35.33,debit,Groceries,COLLEGE CARD,,
09/07/13,2013,9,Webassign,PAYPAL *WEBASSIGN 800-955-8275 NC,133.24,debit,Business Services,COLLEGE CARD,,
09/07/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",18.5,debit,Restaurants,Schwab,,
09/06/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 6297,23.35,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/06/13,2013,9,TC's Carwash,TC S OF DURHAM - DURHAM NC 0466,18,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
09/06/13,2013,9,Washington Post Digitalsubcription Dc,WPC*DIGITALSUBCRIPTION - 202-334-6100 DC 8850,9.99,debit,Reading,Fidelity Investments Investment Rewards Signature Visa,,
09/06/13,2013,9,Orange County Animal Shelter,ORANGE COUNTY ANIMAL S - 919-2452000 NC 9526,13,debit,Charity,Fidelity Investments Investment Rewards Signature Visa,,
09/06/13,2013,9,Alumni Affairs,UK ALUMNI AFFAIRS - 859-257-8950 KY 0023,166.67,debit,Entertainment,Fidelity Investments Investment Rewards Signature Visa,,
09/06/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE,CARRBORO, NC #00000019",10,debit,Restaurants,Schwab,,
09/06/13,2013,9,Wells Fargo,WELLS FARGO CC ONLINE PMT 130906,294.29,debit,Cash & ATM,Schwab,,
09/06/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",54.5,debit,Restaurants,Schwab,,
09/06/13,2013,9,Transfer from Schwab,PAYMENT - THANK YOU,294.29,credit,Credit Card Payment,COLLEGE CARD,,
09/06/13,2013,9,ATM Withdrawal 75 Cox Avenue,ATM WITHDRAWAL - 75 COX AVENUE ASHEVILLE NC 8392 0004148,40,debit,Cash & ATM,Eric,,
09/06/13,2013,9,ATM Deposit Asheville 75 Cox Avenue,ATM CHECK DEPOSIT - 75 COX AVENUE ASHEVILLE NC 8392 0004147,31.28,credit,Income,Eric,,
09/06/13,2013,9,Exxon,POS PURCHASE - EXXONMOBIL POS ASHEVILL NC 8392 00000000144230565,10,debit,Service & Parts,Eric,,
09/06/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,2,debit,Transfer,Eric,,
09/06/13,2013,9,ATM Withdrawal 75 Cox Avenue,ATM WITHDRAWAL - 75 COX AVENUE ASHEVILLE NC 8392 0004149,20,debit,Cash & ATM,Eric,,
09/06/13,2013,9,Exxon,POS PURCHASE - EXXONMOBIL POS ASHEVILL NC 8392 00000000256191386,27.86,debit,Service & Parts,Eric,,
09/06/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,1,credit,Transfer,WAY2SAVE? SAVINGS,,
09/05/13,2013,9,Harris Teeter,HARRIS TEETER #0297 - CARRBORO NC 9218,4.06,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/05/13,2013,9,TC's Carwash,TC S OF DURHAM - DURHAM NC 0984,16,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
09/05/13,2013,9,Phydeaux,PHYDEAUX - CHAPEL HILL NC 0082,16.11,debit,Pet Food & Supplies,Fidelity Investments Investment Rewards Signature Visa,,
09/05/13,2013,9,Wilco Fuel Plaza,WILCO 261 00002618 ASHEVILLE NC C_GASAUTOMOTIVE,6.24,debit,Gas & Fuel,Eric's Visa,,
09/05/13,2013,9,iTunes,APL*APPLE ITUNES STORE 866-712-7753 CA,1.39,debit,Music,COLLEGE CARD,,
09/05/13,2013,9,Michaels,MICHAELS STORES 2122 CARY NC,40.06,debit,Hobbies,COLLEGE CARD,,
09/05/13,2013,9,Boston Market,BOSTON MARKET 0480 CARY NC,23.64,debit,Restaurants,COLLEGE CARD,,
09/05/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,1,debit,Transfer,Eric,,
09/05/13,2013,9,Ingles Markets,POS PURCHASE - INGLES MARKETS 3 ASHEVILLE NC 8392 00303248688667295,31.12,debit,Eric Living Expenses,Eric,,
09/05/13,2013,9,Check 1704,CHECK # 1704,25,debit,Check,Wells Fargo Checking Acct,,
09/05/13,2013,9,Withdrawal,Electronic Withdrawal,40,debit,Cash & ATM,Schwab,,
09/05/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,8.88,debit,Restaurants,Schwab,,
09/05/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,3,credit,Transfer,WAY2SAVE? SAVINGS,,
09/04/13,2013,9,Red Bowl Asian Bistro,Red Bowl Asian BistrChapel Hill34204       RESTAURANT 320132470133654416,11.68,debit,Restaurants,Costco AmEx,,
09/04/13,2013,9,Womancraft,WOMANCRAFT FINE - CHAPEL HILL NC 1099,27.41,debit,Hobbies,Fidelity Investments Investment Rewards Signature Visa,,
09/04/13,2013,9,Sports Phys Ther,SPORTS PHYS. THER.-CHA - CHAPEL HILL NC 2235,85,debit,Doctor,Fidelity Investments Investment Rewards Signature Visa,,
09/04/13,2013,9,Hallmark,LYNN'S HALLMARK SHOP - CHAPEL HILL NC 0438,10.84,debit,Gifts,Fidelity Investments Investment Rewards Signature Visa,,
09/04/13,2013,9,Whole Foods,WHOLEFDS CHP 10008 - CHAPEL HILL NC 5810,23.35,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/04/13,2013,9,For Makers Ny,FOR THE MAKERS - 919-302-6423 NY 6712,29,debit,Misc,Fidelity Investments Investment Rewards Signature Visa,,
09/04/13,2013,9,Village,EAST VILLAGE GRILL AND BARALEIGH NC,13.16,debit,Mortgage & Rent,COLLEGE CARD,,
09/04/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,6.56,debit,Coffee Shops,COLLEGE CARD,,
09/04/13,2013,9,Nc Dept Reven,NC DEPT OF REVEN IND INCOME 130903,840,debit,State Tax,Schwab,,
09/04/13,2013,9,Check 995150,Check Paid #995150,69.35,debit,Check,Schwab,,
09/04/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",6.5,debit,Restaurants,Schwab,,
09/04/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,5,credit,Transfer,WAY2SAVE? SAVINGS,,
09/04/13,2013,9,Harris Teeter,POS PURCHASE - HARRIS TEETER Asheville NC 8392 00000000340355230,8.89,debit,Groceries,Eric,,
09/04/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,3,debit,Transfer,Eric,,
09/04/13,2013,9,Vanuatu Kava Bar,CHECK CRD PURCHASE 09/02 VANUATU KAVA BAR ASHEVILLE NC 473703XXXXXX8392 283246140926684 ?MCC=5813,42,debit,Alcohol & Bars,Eric,,
09/04/13,2013,9,Iss Mcc,CHECK CRD PURCHASE 09/03 ISS 251 ASHEVILLE NC 473703XXXXXX8392 583246543583794 ?MCC=5541,24.3,debit,Eric Living Expenses,Eric,,
09/04/13,2013,9,Ingles Markets,INGLES MARKETS #79 ASHEVILLE NC,21.84,debit,Eric Living Expenses,Eric's Visa,,
09/04/13,2013,9,Exxon,EXXONMOBIL 47411954 ASHEVILLE NC C_GASAUTOMOTIVE,11.39,debit,Service & Parts,Eric's Visa,,
09/03/13,2013,9,Pioneertele Me,8008089000 PIONEERTELE - 888-4926878 ME 4814,12.87,debit,Home Phone,Fidelity Investments Investment Rewards Signature Visa,,
09/03/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 2831,6.1,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/03/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 2583,8.82,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/03/13,2013,9,Amazon,AMAZON MKTPLACE PMTS - AMZN.COM/BIL WA 9487,6,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/03/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,7.31,debit,Coffee Shops,COLLEGE CARD,,
09/03/13,2013,9,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,1.5,debit,Ali Parking,COLLEGE CARD,,
09/03/13,2013,9,Ncsu,NCSU ALL CAMPUS MIC RALEIGH NC,6.45,debit,Education,COLLEGE CARD,,
09/03/13,2013,9,American Inn,"NGS AMERICAN, IN NCHIRP ~ Tran: ACHDW",424,debit,Hotel,Schwab,,
09/03/13,2013,9,ATM Fee,ATM WITHDRAWAL - 40 MERRIMON AVEROADRUNNERASHEVILLE NC 8392 00583246202256123,2,debit,ATM Fee,Eric,,
09/03/13,2013,9,ATM Withdrawal Roadrunner 40 Merrimon Avenue,ATM WITHDRAWAL - 40 MERRIMON AVEROADRUNNERASHEVILLE NC 8392 00583246202256123,40,debit,Cash & ATM,Eric,,
09/03/13,2013,9,Non Wf ATM 40 Merrimon Avenue,NON-WF ATM BAL INQUIRY FEE - 09/02 MACH ID 80780499 40 MERRIMON AVEROADRUNNERASHEVILLE NC 8392,2,debit,Cash & ATM,Eric,,
09/03/13,2013,9,Neo Burrito,CHECK CRD PURCHASE 09/01 NEO BURRITO INC ASHEVILLE NC 473703XXXXXX8392 283244661251225 ?MCC=5814,13.77,debit,Restaurants,Eric,,
09/03/13,2013,9,Hot Spot 2004,POS PURCHASE - HOT SPOT 2004 ASHEVILLE NC 8392 00383246089239417,14.72,debit,Gas & Fuel,Eric,,
09/03/13,2013,9,B & B Pharmacy,POS PURCHASE - B AND B PHARMACY ASHEVILLE NC 8392 00303246539463745,12.4,debit,Pharmacy,Eric,,
09/03/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,5,debit,Transfer,Eric,,
09/03/13,2013,9,Wedge Brewing Comp,CHECK CRD PURCHASE 09/02 WEDGE BREWING COMP ASHEVILLE NC 473703XXXXXX8392 003246019621019 ?MCC=5499,5,debit,Alcohol & Bars,Eric,,
09/03/13,2013,9,Ingles Markets,POS PURCHASE - INGLES MARKETS 3 ASHEVILLE NC 8392 00303246235641306,25.6,debit,Eric Living Expenses,Eric,,
09/03/13,2013,9,ATM Deposit Asheville 1 Vermont Avenue,ATM CHECK DEPOSIT - 1 VERMONT AVE ASHEVILLE NC 8392 0007083,216.86,credit,Income,Eric,,
